Title,Year,Citation,Retraction,Retraction Time (days),Open Access,Number of Authors,Number of Retractions by Publishers,Number of Retractions by Journal,SJR,Journal Discontinue,Total Retractions by Authors
Association of adiponectin gene variation with progression of nonalcoholic fatty liver disease: A 4-year follow-up survey,2015,12,1,2716,1,6,2080.0,5.0,0.749,0,17
The role of ADIPOQ methylation in curcumin-administrated experimental nonalcoholic fatty liver disease,2017,7,1,2007,1,8,2080.0,5.0,0.749,0,15
Long Non-Coding RNA BLACAT1 Promotes the Tumorigenesis of Gastric Cancer by Sponging microRNA-149-5p and Targeting KIF2A,2020,10,1,586,1,4,487.0,118.0,0.675,0,6
Long Non-Coding RNA DARS-AS1 Contributes to Prostate Cancer Progression Through Regulating the MicroRNA-628-5p/MTDH Axis,2020,5,1,546,1,5,487.0,118.0,0.675,0,6
Apigenin-Loaded Solid Lipid Nanoparticle Attenuates Diabetic Nephropathy Induced by Streptozotocin Nicotinamide Through Nrf2/HO-1/NF-kB Signalling Pathway,2020,47,1,505,1,9,487.0,57.0,1.273,0,17
Disrupted hypothalamic functional connectivity related to cognitive impairment after diffuse axonal injury,2021,0,1,636,1,3,215.0,57.0,0.193,1,41
Disrupted hypothalamic functional connectivity related to cognitive impairment after diffuse axonal injury,2021,0,1,636,1,3,215.0,57.0,0.117,1,41
Long Non-Coding RNA LINC00239 Functions as a Competitive Endogenous RNA by Sponging microRNA-484 and Enhancing KLF12 Expression to Promote the Oncogenicity of Colorectal Cancer,2020,10,1,531,1,5,487.0,192.0,0.81,0,91
Approaching treatment for immunological rejection of living-donor liver transplantation in rats,2020,3,1,945,1,13,451.0,7.0,0.747,0,71
Parecoxib inhibits esophageal squamous cell carcinoma progression via the PDK1-AKT pathway,2022,2,1,149,1,6,451.0,4.0,0.0,0,10
Up-regulation of ANXA1 suppresses polymorphonuclear neutrophil infiltration and myeloperoxidase activity by activating STAT3 signaling pathway in rat models of myocardial ischemia-reperfusion injury,2019,16,1,1035,1,5,4020.0,5.0,1.317,0,14
"microRNA-98 protects sepsis mice from cardiac dysfunction, liver and lung injury by negatively regulating HMGA2 through inhibiting NF-kappa B signaling pathway",2019,20,1,1104,1,5,1069.0,95.0,0.947,0,9
The pivotal role and mechanism of long non-coding RNA B3GALT5-AS1 in the diagnosis of acute pancreatitis,2019,11,1,994,1,3,1069.0,88.0,0.0,0,17
miR-557 suppressed the malignant behaviours of osteosarcoma cells by reducing HOXB9 and deactivating the EMT process,2021,9,1,358,1,3,1069.0,88.0,0.0,0,66
Long non-coding RNA H19 down-regulates miR-181a to facilitate endothelial angiogenic function,2019,16,1,1146,1,4,1069.0,88.0,0.0,0,22
MiR-29a inhibits the progression of oral squamous cell carcinoma by targeting Wnt/beta-catenin signalling pathway,2019,9,1,1006,1,4,1069.0,88.0,0.0,0,32
Anticancer activity of caffeic acid nâbutyl ester against A431 skin carcinoma cell line occurs via induction of apoptosis and inhibition of the mTOR/PI3K/AKT signaling pathway,2018,24,1,1135,1,5,445.0,135.0,0.781,0,23
Significance of halofuginone in esophageal squamous carcinoma cell apoptosis through HIF-1Î±-FOXO3a pathway,2020,9,1,693,1,3,4020.0,81.0,1.257,0,8
LINC00488 stimulates the progression of esophageal cancer by targeting microRNA-485-5p,2020,1,1,725,1,2,445.0,5.0,0.832,1,2
LINC00488 stimulates the progression of esophageal cancer by targeting microRNA-485-5p,2020,1,1,725,1,2,445.0,5.0,0.336,1,2
Exosomal microRNA-16-5p from adipose mesenchymal stem cells promotes TLR4-mediated M2 macrophage polarization in septic lung injury,2021,17,1,407,1,4,4020.0,34.0,1.167,0,18
Octreotide remits endoplasmic reticulum stress to reduce autophagy of intestinal epithelial cell line Caco-2 via upregulation of miR-101,2019,2,1,1037,1,8,4020.0,81.0,1.257,0,85
Linc00210 drives Wnt/Î²-catenin signaling activation and liver tumor progression through CTNNBIP1-dependent manner,2018,95,1,1669,1,11,451.0,35.0,8.222,0,82
MicroRNAâ655 attenuates the malignant biological behaviours of retinoblastoma cells by directly targeting PAX6 and suppressing the ERK and p38 MAPK signalling pathways,2018,16,1,1698,1,6,445.0,108.0,0.864,0,128
"MicroRNAâ454 inhibits tumor cell proliferation, migration and invasion by downregulating zinc finger Eâboxâbinding homeobox 1 in gastric cancer",2017,10,1,1824,1,5,445.0,135.0,0.781,0,110
Reactive oxygen species mediate oxidized low-density lipoprotein-induced endothelin-1 gene expression via extracellular signal-regulated kinase in vascular endothelial cells,2008,23,1,5360,1,7,215.0,5.0,1.134,0,42
MicroRNA-139-3p Inhibits the Growth and Metastasis of Ovarian Cancer by Inhibiting ELAVL1,2019,33,1,1004,1,4,487.0,192.0,0.81,0,5
Oxymatrine Inhibits the Proliferation and Invasion of Breast Cancer Cells via the PI3K Pathway,2019,13,1,788,1,2,487.0,118.0,0.675,0,9
"MicroRNA-96-5p promotes proliferation, invasion and EMT of oral carcinoma cells by directly targeting FOXF2",2020,12,1,589,1,4,37.0,4.0,0.758,0,17
Diversity of fungal pathogens associated with loquat and development of novel virulence scales,2021,5,1,145,1,14,726.0,685.0,0.839,0,76
miR-497 inhibits tumor growth and migration of osteosarcoma by targeting plexinA4 and CDK6,2020,2,1,913,1,6,1.0,1.0,0.588,0,8
Protective role of long noncoding RNA CRNDE in myocardial tissues from injury caused by sepsis through the microRNA-29a/SIRT1 axis,2020,20,1,742,1,4,4020.0,81.0,1.257,0,15
Circular RNA 4099 aggravates hydrogen peroxide-induced injury by down-regulating microRNA-706 in L02 cells,2019,13,1,981,1,8,4020.0,81.0,1.257,0,84
Forkhead Box Protein A1 is a Prognostic Predictor and Promotes Tumor Growth of Gastric Cancer,2015,19,1,2474,1,5,487.0,192.0,0.81,0,14
Induction of Apoptosis and Autophagy via sirtuin1- and PI3K/Akt/mTOR-Mediated Pathways by Plumbagin in Human Prostate Cancer Cells,2015,94,1,2430,1,13,487.0,33.0,0.999,0,41
Role of Nrf2 Signaling Pathway in the Radiation Tolerance of Patients with Head and Neck Squamous Cell Carcinoma: An in vivo and in vitro Study,2017,15,1,1953,1,6,487.0,192.0,0.81,0,80
Overexpression of microRNA-195-5p reduces cisplatin resistance and angiogenesis in ovarian cancer by inhibiting the PSAT1-dependent GSK3Î²/Î²-catenin signaling pathway,2019,52,1,1037,1,4,451.0,11.0,1.611,0,7
TGFÎ²3 recruits endogenous mesenchymal stem cells to initiate bone regeneration,2017,37,1,1670,1,9,451.0,28.0,0.0,0,22
"Moringa leaf extract improves biochemical attributes, yield and grain quality of rice (Oryza sativa L.) under drought stress",2021,37,1,235,1,12,726.0,685.0,0.839,0,52
"Antimicrobial, antioxidant and cytotoxic properties of Chenopodium glaucum L",2021,23,1,130,1,10,726.0,685.0,0.839,0,29
MiR-218-5p inhibits the stem cell properties and invasive ability of the A2B5âºCD133â» subgroup of human glioma stem cells,2015,20,1,2307,1,9,445.0,108.0,0.864,0,21
miRâ202 functions as a tumor suppressor in nonâsmall cell lung cancer by targeting STAT3,2017,35,1,1690,1,5,445.0,135.0,0.781,0,63
Associations of TGFBR1 and TGFBR2 gene polymorphisms with the risk of hypospadias: a case-control study in a Chinese population,2017,3,1,1589,1,18,137.0,126.0,0.754,0,380
Exosomes derived from bone mesenchymal stem cells attenuate myocardial fibrosis both in vivo and in vitro via autophagy activation: the key role of miR-199a-3p/mTOR pathway,2022,5,1,15,1,5,3505.0,8.0,0.805,0,5
miR-188 promotes senescence of lineage-negative bone marrow cells by targeting MAP3K3 expression,2017,13,1,1720,1,3,2080.0,29.0,1.208,0,21
Transcriptional regulation of miR-483-3p mediated by IL-6/STAT3 axis promoted epithelial-mesenchymal transition and tumor stemness in glioma,2020,6,1,696,1,3,48.0,11.0,1.18,1,8
METTL3 promotes the progression of nasopharyngeal carcinoma through mediating M6A modification of EZH2,2020,16,1,632,1,6,220.0,220.0,0.58,0,9
Borneol Enhances the Protective Effect Against Cerebral Ischemia/Reperfusion Injury by Promoting the Access of Astragaloside IV and the Components of Panax Notoginseng Saponins into the Brain,2021,8,1,278,1,8,4020.0,4.0,1.267,0,11
miR-34 increases in vitro PANC-1 cell sensitivity to gemcitabine via targeting Slug/PUMA,2018,12,1,1587,1,7,127.0,23.0,0.579,0,26
Hsa_circ_0000673 is down-regulated in gastric cancer and inhibits the proliferation and invasion of tumor cells by targeting miR-532-5p,2018,32,1,1367,1,3,137.0,126.0,0.754,0,8
Long non-coding RNA LINC00460 promotes epithelial ovarian cancer progression by regulating microRNA-338â3p,2018,46,1,1502,1,4,4020.0,109.0,0.0,0,19
Exosome-transmitted miR-128-3p increase chemosensitivity of oxaliplatin-resistant colorectal cancer,2019,220,1,1229,1,13,451.0,35.0,8.222,0,98
Bisphenol S triggers the malignancy of hemangioma cells via regulation of basic fibroblast growth factor,2019,1,1,105,1,5,4020.0,11.0,0.946,0,8
MicroRNAâ744 inhibits tumor cell proliferation and invasion of gastric cancer via targeting brainâderived neurotrophic factor,2017,15,1,1936,1,5,445.0,135.0,0.781,0,6
MicroRNAâ874 is downregulated in cervical cancer and inhibits cancer progression by directly targeting ETS1,2018,17,1,1630,1,9,445.0,108.0,0.864,0,51
Sevoflurane suppresses migration and invasion of glioma cells by regulating miR-146b-5p and MMP16,2019,27,1,1145,1,7,1069.0,88.0,0.0,0,104
MiR-16-5p inhibits breast cancer by reducing AKT3 to restrain NF-kB pathway,2019,53,1,1069,1,2,137.0,126.0,0.754,0,2
The Potential Therapeutic Role of Exosomal MicroRNA-520b Derived from Normal Fibroblasts in Pancreatic Cancer,2020,18,1,651,1,6,190.0,64.0,1.849,0,53
Inhibition of human liver cancer cell growth by evodiamine involves apoptosis and deactivation of PI3K/AKT pathway,2020,8,1,603,1,4,3505.0,1.0,0.575,0,19
Long non-coding RNA SNHG7 upregulates FGF9 to alleviate oxygen and glucose deprivation-induced neuron cell injury in a miR-134-5p-dependent manner,2021,4,1,352,1,4,3505.0,4.0,0.831,0,19
SIRT1 is Required for Exercise-Induced Beneficial Effects on Myocardial Ischemia/Reperfusion Injury,2021,14,1,381,1,7,487.0,11.0,1.047,0,91
Theaflavin Alleviates Inflammatory Response and Brain Injury Induced by Cerebral Hemorrhage via Inhibiting the Nuclear Transcription Factor Kappa Î²-Related Pathway in Rats,2018,27,1,1322,1,5,487.0,33.0,0.999,0,26
LINC00355 Promotes Tumor Progression in HNSCC by Hindering MicroRNA-195-Mediated Suppression of HOXA10 Expression,2019,25,1,972,1,4,190.0,64.0,1.849,0,6
Knockdown EZH2 attenuates cerebral ischemia-reperfusion injury via regulating microRNA-30d-3p methylation and USP22,2020,12,1,573,1,5,4020.0,14.0,1.008,0,30
Long Noncoding RNA LINC00472 Inhibits Proliferation and Promotes Apoptosis of Lung Adenocarcinoma Cells via Regulating miR-24-3p/DEDD,2018,30,1,1667,1,7,880.0,29.0,0.0,0,9
miR-331-3p Inhibits Proliferation and Promotes Apoptosis of Nasopharyngeal Carcinoma Cells by Targeting elf4B-PI3K-AKT Pathway,2020,19,1,912,1,8,880.0,29.0,0.0,0,15
"Anticancer Activity of Mukonal Against Human Laryngeal Cancer Cells Involves Apoptosis, Cell Cycle Arrest, and Inhibition of PI3K/AKT and MEK/ERK Signalling Pathways",2018,7,1,1317,1,7,67.0,66.0,0.0,0,51
Meg3 Induces EMT and Invasion of Glioma Cells via Autophagy,2020,26,1,895,1,8,487.0,192.0,0.81,0,16
LncGPR107 drives the self-renewal of liver tumor initiating cells and liver tumorigenesis through GPR107-dependent manner,2018,12,1,1496,1,9,451.0,60.0,0.0,0,31
Vitexin alleviates ox-LDL-mediated endothelial injury by inducingautophagy via AMPK signaling activation,2017,41,1,1750,1,6,4020.0,5.0,0.892,0,74
MicroRNA-215 enhances invasion and migration by targeting retinoblastoma tumor suppressor gene 1 in high-grade glioma,2016,24,1,2080,1,3,3505.0,9.0,0.519,0,5
Insulin-Like Growth Factor 1 Alleviates High-Fat Diet-Induced Myocardial Contractile Dysfunction: Role of Insulin Signaling and Mitochondrial Function,2012,75,1,3833,1,6,83.0,11.0,2.827,0,65
Long non-coding RNA LINC00052 regulates miR-608/EGFR axis to promote progression of head and neck squamous cell carcinoma,2019,21,1,1006,1,4,4020.0,36.0,0.726,0,60
CircASXL1 Knockdown Restrains Hypoxia-Induced DDP Resistance and NSCLC Progression by Sponging miR-206,2021,16,1,382,1,7,487.0,118.0,0.675,0,86
Down-regulated LAMA4 inhibits oxidative stress-induced apoptosis of retinal ganglion cells through the MAPK signaling pathway in rats with glaucoma,2019,21,1,1183,1,5,1069.0,95.0,0.947,0,29
Long non-coding RNA LINC00968 reduces cell proliferation and migration and angiogenesis in breast cancer through up-regulation of PROX1 by reducing has-miR-423-5p,2019,43,1,1112,1,7,1069.0,95.0,0.947,0,41
Downregulated long non-coding RNA LINC00899 inhibits invasion and migration of spinal ependymoma cells via RBL2-dependent FoxO pathway,2019,8,1,1059,1,7,1069.0,95.0,0.947,0,12
Up-regulated microRNA-199b-3p represses the apoptosis of cerebral microvascular endothelial cells in ischemic stroke through down-regulation of MAPK/ERK/EGR1 axis,2019,36,1,1012,1,8,1069.0,95.0,0.947,0,25
MicroRNAâ643 regulates the expression of ZEB1 and inhibits tumorigenesis in osteosarcoma,2017,20,1,1798,1,7,445.0,135.0,0.781,0,68
"Upregulation of microRNA-25-3p inhibits proliferation, migration and invasion of osteosarcoma cells in vitro by directly targeting SOX4",2017,14,1,1819,1,8,445.0,135.0,0.781,0,11
MicroRNAâ744 inhibits migration and invasion of hepatocellular carcinoma cells by targeting SOX12,2018,11,1,1440,1,5,445.0,108.0,0.864,0,151
MicroRNAâ1297 inhibits metastasis and epithelialâmesenchymal transition by targeting AEGâ1 in cervical cancer,2017,20,1,1764,1,5,445.0,108.0,0.864,0,17
MicroRNA-132 stimulates the growth and invasiveness of trophoblasts by targeting DAPK-1,2020,1,1,728,1,5,220.0,220.0,0.58,0,21
GREM2 maintains stem cell-like phenotypes in gastric cancer cells by regulating the JNK signaling pathway,2019,10,1,1086,1,4,1069.0,95.0,0.947,0,53
MiR-140-5p inhibits cell proliferation and metastasis by regulating MUC1 via BCL2A1/ MAPK pathway in triple negative breast cancer,2019,21,1,1066,1,5,1069.0,95.0,0.947,0,31
The fibrotic microenvironment promotes the metastatic seeding of tumor cells into the lungs via mediating the ZEB1-AS1/miR-200b-3p/ZEB1 signaling,2020,3,1,796,1,8,1069.0,95.0,0.947,0,21
Up-regulated Linc00472 suppresses development of lung cancer cell via inhibition of MiR-196b-5p,2019,3,1,1225,1,5,292.0,12.0,0.0,0,48
Tanshinone IIA protects murine chondrogenic ATDC5 cells from lipopolysaccharide-induced inflammatory injury by down-regulating microRNA-203a,2018,17,1,1658,1,2,4020.0,109.0,0.0,0,4
Emodin attenuates apoptosis and inflammation induced by LPS through up-regulating lncRNA TUG1 in murine chondrogenic ATDC5 cells,2018,45,1,1536,1,4,4020.0,109.0,0.0,0,16
Long non-coding RNA TTN-AS1 promotes tumorigenesis of ovarian cancer through modulating the miR-139-5p/ROCK2 axis,2020,20,1,1013,1,5,4020.0,109.0,0.0,0,16
Inhibition of microRNAâ875â5p promotes radioiodine uptake in poorly differentiated thyroid carcinoma cells by upregulating sodium-iodide symporter,2019,16,1,1004,1,7,3505.0,1.0,1.067,0,17
Up-regulated miR-199a-5p in gastric cancer functions as an oncogene and targets klotho,2014,83,1,3034,1,8,451.0,21.0,1.087,0,11
Downregulation of NEAT1 reverses the radioactive iodine resistance of papillary thyroid carcinoma cell via miR-101-3p/FN1/PI3K-AKT signaling pathway,2018,38,1,1293,1,10,1069.0,95.0,0.947,0,47
miR-1204 promotes hepatocellular carcinoma progression through activating MAPK and c-Jun/AP1 signaling by targeting ZNF418,2019,23,1,1246,1,8,16.0,6.0,2.114,0,72
NEK2 plays an active role in Tumorigenesis and Tumor Microenvironment in Non-Small Cell Lung Cancer,2021,10,1,243,1,9,16.0,6.0,2.114,0,11
"PFKFB3, a key glucose metabolic enzyme regulated by pathogen recognition receptor TLR4 in liver cells",2020,3,1,924,1,6,880.0,1.0,1.301,0,92
MiR-34a Promotes Apoptosis and Inhibits Autophagy by Targeting HMGB1 in Acute Myeloid Leukemia Cells,2017,89,1,1876,1,3,106.0,115.0,0.733,0,3
Schizandrin A Alleviates LPS-Induced Injury in Human Keratinocyte Cell Hacat Through a MicroRNA-127-Dependent Regulation,2018,23,1,1508,1,4,106.0,115.0,0.733,0,9
"MicroRNA-29a Inhibits Growth, Migration and Invasion of Melanoma A375 Cells in Vitro by Directly Targeting BMI1",2018,15,1,1508,1,4,106.0,115.0,0.733,0,21
Resveratrol Protects Murine Chondrogenic ATDC5 Cells Against LPS-Induced Inflammatory Injury Through Up-Regulating MiR-146b,2018,26,1,1511,1,7,106.0,115.0,0.733,0,67
Inhibition of CXCR4 by MicroRNA-1192 Reduces the Activation of Th17 Cells and Expression of Inflammation Factors in a Mouse Model of Vulvovaginal Candidiasis,2018,8,1,1284,1,3,106.0,115.0,0.733,0,49
Estradiol Modulates the Expression Pattern of Myosin Heavy Chain Subtypes via an ERÎ±-Mediated Pathway in Muscle-Derived Tissues and Satellite Cells,2014,5,1,2045,1,6,106.0,115.0,0.733,0,10
Effect of Paclitaxel+Hirudin on the TLR4-MyD88 Signaling Pathway During Inflammatory Activation of Human Coronary Artery Smooth Muscle Cells and Mechanistic Analysis,2018,6,1,1631,1,3,106.0,115.0,0.733,0,11
Pro-Inflammatory Cytokine TNF-Î± Attenuates BMP9-Induced Osteo/Odontoblastic Differentiation of the Stem Cells of Dental Apical Papilla (SCAPs),2017,39,1,2001,1,10,106.0,115.0,0.733,0,75
Tripterine alleviates LPS-induced inflammatory injury by up-regulation of miR-146a in HaCaT cells,2018,16,1,1606,1,3,4020.0,109.0,0.0,0,16
Ras-ERK1/2 signaling accelerates the progression of colorectal cancer via mediation of H2BK5ac,2019,5,1,1126,1,5,4020.0,81.0,1.257,0,5
Ginsenoside Rg1 protects human retinal pigment epithelial ARPE-19 cells from toxicity of high glucose by up-regulation of miR-26a,2019,19,1,969,1,5,4020.0,81.0,1.257,0,25
Silenced microRNA-222 suppresses inflammatory response in gestational diabetes mellitus mice by promoting CXCR4,2021,12,1,557,1,6,4020.0,81.0,1.257,0,8
Increased airway T lymphocyte microparticles in chronic obstructive pulmonary disease induces airway epithelial injury,2020,9,1,685,1,7,4020.0,81.0,1.257,0,15
